App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,New_size,New_version,Income,Installs_log,Reviews_log,Price_log,Income_log,New_size_log,Action,Adventure,Arcade,Board,Card,Casino,Casual,Music,Puzzle,Racing,Role Playing,Simulation,Sports,Strategy,Trivia,Word
Get 'Em,GAME,4.1,7904,21M,500000.0,Free,0.0,Everyone 10+,Action,2016-10-26,1.6.7,4.0.3 and up,21504.0,4.0.3,0.0,13.122363377404328,8.975124239427704,0.0,0.0,9.975994243322877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,Varies with device,10000000.0,Free,0.0,Teen,Card,2018-08-07,Varies with device,Varies with device,,0,0.0,16.11809565095832,13.931683409080147,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15M,500000.0,Free,0.0,Everyone 10+,Action,2018-03-06,1.0.9,2.3 and up,15360.0,2.3,0.0,13.122363377404328,7.1049654482698426,0.0,0.0,9.639522006701663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40M,100000.0,Free,0.0,Everyone 10+,Action,2015-09-11,1.1.3,4.0.3 and up,40960.0,4.0.3,0.0,11.512925464970229,7.650644551436897,0.0,0.0,10.62035125971339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot`Em Down: Shooting game,GAME,3.9,7972,88M,500000.0,Free,0.0,Teen,Action,2017-08-12,56,4.1 and up,90112.0,4.1,0.0,13.122363377404328,8.983690681332686,0.0,0.0,11.408808620077659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas Hold’em Poker + | Social,GAME,3.5,4416,59M,500000.0,Free,0.0,Teen,Casino,2017-01-18,2.1.7,4.0.3 and up,60416.0,4.0.3,0.0,13.122363377404328,8.392989587956931,0.0,0.0,11.009009249505173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PlayTexas Hold'em Poker Free,GAME,3.8,3543,Varies with device,1000000.0,Free,0.0,Teen,Card,2018-03-10,Varies with device,Varies with device,,0,0.0,13.815510557964274,8.172729104865471,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46M,5000000.0,Free,0.0,Everyone,Arcade,2018-07-09,Varies with device,4.1 and up,47104.0,4.1,0.0,15.424948470398375,12.156220417570607,0.0,0.0,10.760113202088547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas Hold'em Poker,GAME,3.6,12846,14M,1000000.0,Free,0.0,Teen,Casino,2017-12-29,3.3,4.1 and up,14336.0,4.1,0.0,13.815510557964274,9.460787757817737,0.0,0.0,9.570529135214711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4.0,21,14M,5000.0,Paid,0.99,Everyone,Card,2017-09-10,1.3,5.0 and up,14336.0,5.0,4950.0,8.517193191416238,3.044522437723423,-0.01005033585350145,8.507142855562735,9.570529135214711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37M,100000.0,Free,0.0,Teen,Casino,2018-07-25,Varies with device,4.0.3 and up,37888.0,4.0.3,0.0,11.512925464970229,8.723068501163928,0.0,0.0,10.542389718243678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fun Texas Hold'em Poker,GAME,4.5,32831,24M,500000.0,Free,0.0,Teen,Casino,2017-05-12,17.05.11,4.0.3 and up,24576.0,4.0.3,0.0,13.122363377404328,10.399128469976915,0.0,0.0,10.1095256359474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dragonplay™ Poker Texas Holdem,GAME,4.5,197979,Varies with device,1000000.0,Free,0.0,Teen,Card,2018-08-07,Varies with device,Varies with device,,0,0.0,13.815510557964274,12.195916243445788,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Punch em,GAME,4.1,2208,4.4M,500000.0,Free,0.0,Everyone,Arcade,2018-05-24,2.0.8,4.1 and up,4505.6,4.1,0.0,13.122363377404328,7.699842407396986,0.0,0.0,8.413076346523669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zynga Poker – Texas Holdem,GAME,4.4,1986068,52M,50000000.0,Free,0.0,Teen,Casino,2018-07-25,21.54,4.1 and up,53248.0,4.1,0.0,17.72753356339242,14.501667362678834,0.0,0.0,10.882715524180881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,51M,1000000.0,Free,0.0,Teen,Card,2018-06-12,5.8.0,4.1 and up,52224.0,4.1,0.0,13.815510557964274,11.177005076053058,0.0,0.0,10.863297438323778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76M,10000000.0,Free,0.0,Teen,Card,2018-08-02,5.11.0,4.1 and up,77824.0,4.1,0.0,16.11809565095832,13.721255920878672,0.0,0.0,11.262205145885785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Texas Holdem Poker Pro,GAME,4.5,114479,26M,5000000.0,Free,0.0,Teen,Card,2017-12-20,4.7.0,3.0 and up,26624.0,3.0,0.0,15.424948470398375,11.648146679041936,0.0,0.0,10.189568343620936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,67M,100000.0,Free,0.0,Teen,Action,2018-05-13,Varies with device,4.1 and up,68608.0,4.1,0.0,11.512925464970229,7.305860032684009,0.0,0.0,11.136164424990419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46M,500000.0,Free,0.0,Teen,Casino,2018-05-17,1.4.5,4.1 and up,47104.0,4.1,0.0,13.122363377404328,9.060447282401565,0.0,0.0,10.760113202088547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78M,500000.0,Free,0.0,Teen,Card,2018-07-06,1.9.2,4.0.3 and up,79872.0,4.0.3,0.0,13.122363377404328,9.615071877730596,0.0,0.0,11.288180632289045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Texas Holdem Poker,GAME,4.0,127831,26M,10000000.0,Free,0.0,Teen,Card,2017-12-20,4.7.0,3.0 and up,26624.0,3.0,0.0,16.11809565095832,11.758464358021245,0.0,0.0,10.189568343620936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,Varies with device,10000000.0,Free,0.0,Teen,Casino,2018-07-11,Varies with device,Varies with device,,0,0.0,16.11809565095832,12.853437633434991,0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90M,10000000.0,Free,0.0,Everyone 10+,Action,2018-07-27,6.3.2,4.0.3 and up,92160.0,4.0.3,0.0,16.11809565095832,12.584307006040078,0.0,0.0,11.431281475929719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,187200,28M,10000000.0,Free,0.0,Teen,Card,2018-07-31,18.4.0,4.1 and up,28672.0,4.1,0.0,16.11809565095832,12.139932843025628,0.0,0.0,10.263676315774656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538,60M,5000000.0,Free,0.0,Teen,Card,2018-03-06,3.0.8,2.3 and up,61440.0,2.3,0.0,15.424948470398375,12.415271418798735,0.0,0.0,11.025816367821553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Squadron - Bullet Hell Shooter,GAME,4.2,177542,40M,10000000.0,Free,0.0,Everyone,Arcade,2016-05-02,1.0.7,2.3 and up,40960.0,2.3,0.0,16.11809565095832,12.086962479625887,0.0,0.0,10.62035125971339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Words With Friends – Play Free,GAME,4.3,711719,Varies with device,10000000.0,Free,0.0,Everyone,Word,2018-07-11,Varies with device,Varies with device,,0,0.0,16.11809565095832,13.475438449572858,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Classic Words Solo,GAME,4.4,135739,Varies with device,5000000.0,Free,0.0,Everyone,Word,2018-08-07,Varies with device,Varies with device,,0,0.0,15.424948470398375,11.818489203205418,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chess Free,GAME,4.5,1375988,15M,50000000.0,Free,0.0,Everyone,Board,2018-06-07,2.72,4.1 and up,15360.0,4.1,0.0,17.72753356339242,14.134682576507165,0.0,0.0,9.639522006701663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sports Car Driving Simulator 2018,GAME,4.3,2178,57M,500000.0,Free,0.0,Everyone,Racing,2018-03-28,1.1,4.1 and up,58368.0,4.1,0.0,13.122363377404328,7.686162303492906,0.0,0.0,10.974523073434003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Great Wobo Escape Ep. 1,GAME,4.2,5449,20M,500000.0,Free,0.0,Everyone 10+,Action,2016-09-13,1.0.3386,4.1 and up,20480.0,4.1,0.0,13.122363377404328,8.603187384583098,0.0,0.0,9.927204079153444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,5731,31M,1000000.0,Free,0.0,Mature 17+,Adventure,2018-01-02,1.1.5,4.1 and up,31744.0,4.1,0.0,13.815510557964274,8.653645314551737,0.0,0.0,10.3654590100846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superbrothers Sword & Sworcery,GAME,4.4,11023,16M,100000.0,Paid,3.99,Teen,Adventure,2018-01-26,1.0.20,2.3 and up,16384.0,2.3,399000.0,11.512925464970229,9.307739277963316,1.3837912309017721,12.896716695872,9.704060527839234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,39M,500000.0,Free,0.0,Mature 17+,Adventure,2018-01-02,1.3.7,4.3 and up,39936.0,4.3,0.0,13.122363377404328,8.012018239159062,0.0,0.0,10.5950334517291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr.Slender Ep 1 Guide (Eng),GAME,4.0,454,27M,10000.0,Free,0.0,Teen,Arcade,2014-12-02,1.0,2.3 and up,27648.0,2.3,0.0,9.210340371976184,6.118097198041348,0.0,0.0,10.227308671603781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,7.2M,100000.0,Free,0.0,Teen,Adventure,2014-05-24,2.0,2.2 and up,7372.8,2.2,0.0,11.512925464970229,8.57376254290413,0.0,0.0,8.905552831621463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP Gem Hunter,GAME,4.6,79,31M,1000.0,Free,0.0,Everyone 10+,Action,2016-01-17,1.1.0,2.3 and up,31744.0,2.3,0.0,6.907755278982137,4.3694478524670215,0.0,0.0,10.3654590100846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate Of Death Ep: 1,GAME,4.4,7,34M,100.0,Free,0.0,Everyone,Adventure,2016-10-07,1.1,2.3 and up,34816.0,2.3,0.0,4.605170185988092,1.9459101490553132,0.0,0.0,10.457832330215615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonic 4™ Episode I,GAME,3.7,8014,37M,100000.0,Paid,2.99,Everyone,Arcade,2016-04-04,1.5.0,2.2 and up,37888.0,2.2,299000.0,11.512925464970229,8.98894529119609,1.095273387402595,12.608198852372823,10.542389718243678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oggy,GAME,4.5,49971,61M,5000000.0,Free,0.0,Everyone,Arcade,2017-08-29,1.3.1,4.0.3 and up,62464.0,4.0.3,0.0,15.424948470398375,10.819198116145218,0.0,0.0,11.042345669772764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Invasion: Defend EU,GAME,0.0,7,20M,50.0,Free,0.0,Everyone,Arcade,2017-12-08,1.0.|,2.3 and up,20480.0,2.3,0.0,3.912023005428146,1.9459101490553132,0.0,0.0,9.927204079153444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R-EU-READY,GAME,4.1,13,16M,500.0,Free,0.0,Everyone,Trivia,2016-03-02,1.5,2.2 and up,16384.0,2.2,0.0,6.214608098422191,2.5649493574615367,0.0,0.0,9.704060527839234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Speed Racing Ultimate 2,GAME,4.1,66894,Varies with device,1000000.0,Free,0.0,Everyone 10+,Racing,2018-07-21,Varies with device,Varies with device,,0,0.0,13.815510557964274,11.110864555995626,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Countries of the European Union (Quiz),GAME,0.0,11,7.0M,100.0,Free,0.0,Everyone,Trivia,2018-02-03,1.3,5.0 and up,7168.0,5.0,0.0,4.605170185988092,2.3978952727983707,0.0,0.0,8.877381954654766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Know Stuff,GAME,4.2,214923,Varies with device,5000000.0,Free,0.0,Everyone,Trivia,2018-07-31,9.1.3,4.1 and up,,4.1,0.0,15.424948470398375,12.278035103427637,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Water Surfer Racing In Moto,GAME,4.3,2233,36M,1000000.0,Free,0.0,Everyone,Racing,2018-02-28,1.1,2.3 and up,36864.0,2.3,0.0,13.815510557964274,7.711101251840158,0.0,0.0,10.514990744055563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ew, the small alien",GAME,0.0,5,Varies with device,10.0,Free,0.0,Everyone,Adventure,2017-01-21,Varies with device,2.3 and up,,2.3,0.0,2.302585092994046,1.6094379124341003,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rescue Robots Survival Games,GAME,4.0,27557,69M,5000000.0,Free,0.0,Teen,Action,2018-07-06,F2i,4.1 and up,70656.0,4.1,0.0,15.424948470398375,10.224011865791892,0.0,0.0,11.165578310196713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bike Race - Bike Blast Rush,GAME,4.4,83891,48M,10000000.0,Free,0.0,Everyone,Action,2018-07-19,3.1,4.0 and up,49152.0,4.0,0.0,16.11809565095832,11.337273616141209,0.0,0.0,10.802672816507345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETERNITY WARRIORS 2,GAME,4.6,568391,5.2M,5000000.0,Free,0.0,Teen,Action,2014-07-01,4.3.1,2.1 and up,5324.8,2.1,0.0,15.424948470398375,13.25056484115995,0.0,0.0,8.580130431186834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Elite Warrior Ex,GAME,4.7,15,93M,100.0,Paid,0.99,Everyone,Adventure,2016-11-21,1.59,4.0.3 and up,95232.0,4.0.3,99.0,4.605170185988092,2.70805020110221,-0.01005033585350145,4.59511985013459,11.464071298752708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snes9x EX+,GAME,4.4,70351,Varies with device,5000000.0,Free,0.0,Everyone,Arcade,2018-03-03,Varies with device,Varies with device,,0,0.0,15.424948470398375,11.161252277082589,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtual Dice EX,GAME,4.3,40,3.6M,5000.0,Free,0.0,Everyone,Board,2016-03-15,2.8,3.0 and up,3686.4,3.0,0.0,8.517193191416238,3.6888794541139363,0.0,0.0,8.212405651061518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eyes - The Scary Horror Game Adventure,GAME,4.4,499483,99M,10000000.0,Free,0.0,Teen,Adventure,2018-08-02,5.6.14,4.1 and up,101376.0,4.1,0.0,16.11809565095832,13.12132884245754,0.0,0.0,11.526591655734043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudoku Master,GAME,4.4,58387,3.3M,1000000.0,Free,0.0,Everyone,Word,2013-12-13,1.1.2,2.1 and up,3379.2,2.1,0.0,13.815510557964274,10.974848541296925,0.0,0.0,8.125394274071887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jungle Monkey Run,GAME,4.4,54082,21M,10000000.0,Free,0.0,Everyone,Adventure,2018-07-11,1.6.8,4.0.3 and up,21504.0,4.0.3,0.0,16.11809565095832,10.89825669228154,0.0,0.0,9.975994243322877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ez Mirror Match,GAME,4.4,3344,36M,500000.0,Free,0.0,Everyone,Arcade,2018-01-03,2.1,4.0 and up,36864.0,4.0,0.0,13.122363377404328,8.114922974204593,0.0,0.0,10.514990744055563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71M,5000.0,Free,0.0,Teen,Casino,2017-06-06,1.2,4.0.3 and up,72704.0,4.0.3,0.0,8.517193191416238,3.4965075614664802,0.0,0.0,11.194151682640769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68M,5000000.0,Free,0.0,Teen,Casino,2018-08-01,2.1.7,4.0.3 and up,69632.0,4.0.3,0.0,15.424948470398375,12.21372826634105,0.0,0.0,11.15097951077556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051,44M,1000000.0,Free,0.0,Teen,Casino,2018-06-25,1.9.58,4.0.3 and up,45056.0,4.0.3,0.0,13.815510557964274,9.310276200588783,0.0,0.0,10.715661439517714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48M,10000000.0,Free,0.0,Teen,Casino,2018-07-12,3.10.43,4.0.3 and up,49152.0,4.0.3,0.0,16.11809565095832,12.484771993846381,0.0,0.0,10.802672816507345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Galaxian(FC),GAME,4.5,2,7.8M,100.0,Paid,1.99,Everyone,Arcade,2015-11-13,1.0,2.3 and up,7987.2,2.3,199.0,4.605170185988092,0.6931471805599453,0.688134638736401,5.293304824724492,8.985595539295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Garena Free Fire,GAME,4.5,5534114,53M,100000000.0,Free,0.0,Teen,Action,2018-08-03,1.21.0,4.0.3 and up,54272.0,4.0.3,0.0,18.420680743952367,15.526442039044552,0.0,0.0,10.901763719151575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FG SPINNER,GAME,0.0,2,36M,10.0,Free,0.0,Everyone,Board,2018-04-06,0.90,4.0.3 and up,36864.0,4.0.3,0.0,2.302585092994046,0.6931471805599453,0.0,0.0,10.514990744055563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649,39M,1000000.0,Free,0.0,Teen,Action,2018-07-26,1.0.3,4.2 and up,39936.0,4.2,0.0,13.815510557964274,9.065198986306513,0.0,0.0,10.5950334517291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angry Birds Space HD,GAME,4.5,43645,46M,5000000.0,Free,0.0,Everyone,Arcade,2018-05-25,2.2.13,4.1 and up,47104.0,4.1,0.0,15.424948470398375,10.68384400716945,0.0,0.0,10.760113202088547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Car Driver,GAME,3.8,83671,30M,10000000.0,Free,0.0,Everyone 10+,Racing,2018-05-04,9,4.1 and up,30720.0,4.1,0.0,16.11809565095832,11.334647720933294,0.0,0.0,10.332669187261608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17M,10000.0,Free,0.0,Everyone,Action,2017-08-23,1.0,2.3 and up,17408.0,2.3,0.0,9.210340371976184,5.099866427824199,0.0,0.0,9.76468514965567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moto Fighter 3D,GAME,3.9,85410,39M,10000000.0,Free,0.0,Everyone 10+,Racing,2017-09-20,20170920,4.1 and up,39936.0,4.1,0.0,16.11809565095832,11.355218468940192,0.0,0.0,10.5950334517291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BMX Boy,GAME,4.2,839206,12M,50000000.0,Free,0.0,Everyone,Racing,2017-09-20,1.16.33,4.1 and up,12288.0,4.1,0.0,17.72753356339242,13.640211485705015,0.0,0.0,9.416378455387454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45M,5000000.0,Free,0.0,Everyone,Racing,2018-07-12,1.2.1,4.1 and up,46080.0,4.1,0.0,15.424948470398375,9.921523915022227,0.0,0.0,10.738134295369774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fields of Battle,GAME,4.1,71476,50M,1000000.0,Free,0.0,Everyone 10+,Action,2018-04-21,2.14,4.0 and up,51200.0,4.0,0.0,13.815510557964274,11.177117007998552,0.0,0.0,10.843494811027599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Guy The Quest for Stuff,GAME,4.0,995002,Varies with device,10000000.0,Free,0.0,Mature 17+,Adventure,2018-07-25,1.73.0,4.1 and up,,4.1,0.0,16.11809565095832,13.810500026188961,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy Attack,GAME,4.2,3878,69M,500000.0,Free,0.0,Everyone,Action,2018-04-04,1.9,4.0.3 and up,70656.0,4.0.3,0.0,13.122363377404328,8.263074835802596,0.0,0.0,11.165578310196713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SnowMobile Parking Adventure,GAME,3.6,12257,49M,1000000.0,Free,0.0,Everyone,Racing,2016-09-09,1.4,2.3 and up,50176.0,2.3,0.0,13.815510557964274,9.413852481341165,0.0,0.0,10.823292103710079,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zombie Sniper 3D III,GAME,3.9,8122,23M,500000.0,Free,0.0,Mature 17+,Action,2017-02-28,1.8,2.3 and up,23552.0,2.3,0.0,13.122363377404328,9.002331708246244,0.0,0.0,10.066966021528604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot Hunter-Gun Killer,GAME,4.3,320334,27M,50000000.0,Free,0.0,Teen,Action,2018-08-08,1.1.2,4.1 and up,27648.0,4.1,0.0,17.72753356339242,12.677119480447606,0.0,0.0,10.227308671603781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast Motorcycle Driver 2016,GAME,4.2,28151,49M,1000000.0,Free,0.0,Everyone 10+,Racing,2016-12-25,1.2,2.3.3 and up,50176.0,2.3.3,0.0,13.815510557964274,10.24533815691556,0.0,0.0,10.823292103710079,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Forgotten Hill: Fall,GAME,4.4,1063,18M,50000.0,Free,0.0,Teen,Adventure,2017-10-30,1.7,3.0 and up,18432.0,3.0,0.0,10.819778284410283,6.968850378341948,0.0,0.0,9.821843563495618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forgotten Hill Mementoes,GAME,4.6,2027,56M,100000.0,Free,0.0,Teen,Adventure,2018-03-19,1.5,4.1 and up,57344.0,4.1,0.0,11.512925464970229,7.614312146452,0.0,0.0,10.956823496334602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forgotten Hill: Surgery,GAME,4.5,2431,24M,100000.0,Free,0.0,Teen,Adventure,2017-11-03,1.4,3.0 and up,24576.0,3.0,0.0,11.512925464970229,7.796057974316123,0.0,0.0,10.1095256359474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forgotten Hill: Puppeteer,GAME,4.5,2917,22M,100000.0,Free,0.0,Teen,Adventure,2017-10-30,2.6,2.3 and up,22528.0,2.3,0.0,11.512925464970229,7.978310969867722,0.0,0.0,10.022514258957768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ Final Join , Circles Game",GAME,4.7,32,24M,1000.0,Free,0.0,Teen,Arcade,2018-07-11,0.24,4.3 and up,24576.0,4.3,0.0,6.907755278982137,3.4657359027997265,0.0,0.0,10.1095256359474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Offroad drive : 4x4 driving game,GAME,3.5,2071,36M,100000.0,Free,0.0,Everyone,Racing,2018-06-29,1.0.3,4.1 and up,36864.0,4.1,0.0,11.512925464970229,7.635786861395585,0.0,0.0,10.514990744055563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rope Hero: Vice Town,GAME,4.4,452589,99M,10000000.0,Free,0.0,Mature 17+,Action,2018-07-01,2.2,4.0 and up,101376.0,4.0,0.0,16.11809565095832,13.022739707865016,0.0,0.0,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drive 4x4 Luxury SUV Jeep,GAME,4.2,2183,46M,500000.0,Free,0.0,Everyone,Racing,2018-07-10,1.12,2.3 and up,47104.0,2.3,0.0,13.122363377404328,7.688455356549944,0.0,0.0,10.760113202088547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Motocross Mayhem,GAME,3.8,35171,45M,1000000.0,Free,0.0,Everyone,Racing,2014-02-11,1.2,2.3 and up,46080.0,2.3,0.0,13.815510557964274,10.467977158387665,0.0,0.0,10.738134295369774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182,41M,50000.0,Free,0.0,Teen,Adventure,2018-03-01,2.1,4.1 and up,41984.0,4.1,0.0,10.819778284410283,5.204006687076795,0.0,0.0,10.645043872303761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35M,1000000.0,Free,0.0,Teen,Action,2017-10-09,1.1.4,2.3 and up,35840.0,2.3,0.0,13.815510557964274,9.697815482133922,0.0,0.0,10.486819867088867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navy Gunner Shoot War 3D,GAME,4.0,103199,44M,10000000.0,Free,0.0,Teen,Action,2018-08-02,1.0.7.8,4.2 and up,45056.0,4.2,0.0,16.11809565095832,11.544414442060171,0.0,0.0,10.715661439517714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drift Legends,GAME,4.2,33788,27M,1000000.0,Free,0.0,Everyone,Racing,2018-03-29,1.8.5,4.1 and up,27648.0,4.1,0.0,13.815510557964274,10.427860988847387,0.0,0.0,10.227308671603781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FK (FlightKid),GAME,0.0,2,22M,10.0,Free,0.0,Everyone,Action,2016-03-03,1.0,4.0 and up,22528.0,4.0,0.0,2.302585092994046,0.6931471805599453,0.0,0.0,10.022514258957768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy Truck Rally 3D,GAME,4.0,301895,25M,50000000.0,Free,0.0,Everyone,Racing,2018-05-23,1.4.4,4.1 and up,25600.0,4.1,0.0,17.72753356339242,12.61783455378236,0.0,0.0,10.150347630467653,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
